some parameters
Gen.	# feasible solutions	# infeasible solutions	cap. penality	dur. penality	num. penality	best penalized cost	best feasible cost	best cap. violation	best dur. violation	best num. violation	avg cap. violation	avg dur. violation	avg num. violation
1	51.00	0.00	850.00	8500.00	42500.00	348890.41	348890.41	0.00	0.00	0.00	0.00	0.00	0.00
2	52.00	0.00	850.00	8500.00	42500.00	348890.41	348890.41	0.00	0.00	0.00	0.00	0.00	0.00
3	53.00	0.00	850.00	8500.00	42500.00	348890.41	348890.41	0.00	0.00	0.00	0.00	0.00	0.00
4	54.00	0.00	850.00	8500.00	42500.00	348890.41	348890.41	0.00	0.00	0.00	0.00	0.00	0.00
5	55.00	0.00	850.00	8500.00	42500.00	348890.41	348890.41	0.00	0.00	0.00	0.00	0.00	0.00
6	56.00	0.00	850.00	8500.00	42500.00	348890.41	348890.41	0.00	0.00	0.00	0.00	0.00	0.00
7	57.00	0.00	850.00	8500.00	42500.00	348890.41	348890.41	0.00	0.00	0.00	0.00	0.00	0.00
8	58.00	0.00	850.00	8500.00	42500.00	348890.41	348890.41	0.00	0.00	0.00	0.00	0.00	0.00
9	59.00	0.00	850.00	8500.00	42500.00	348890.41	348890.41	0.00	0.00	0.00	0.00	0.00	0.00
10	60.00	0.00	850.00	8500.00	42500.00	348890.41	348890.41	0.00	0.00	0.00	0.00	0.00	0.00
11	61.00	0.00	850.00	8500.00	42500.00	348890.41	348890.41	0.00	0.00	0.00	0.00	0.00	0.00
12	62.00	0.00	850.00	8500.00	42500.00	348890.41	348890.41	0.00	0.00	0.00	0.00	0.00	0.00
13	63.00	0.00	850.00	8500.00	42500.00	348890.41	348890.41	0.00	0.00	0.00	0.00	0.00	0.00
14	64.00	0.00	850.00	8500.00	42500.00	348890.41	348890.41	0.00	0.00	0.00	0.00	0.00	0.00
15	65.00	0.00	850.00	8500.00	42500.00	346466.55	346466.55	0.00	0.00	0.00	0.00	0.00	0.00
16	66.00	0.00	850.00	8500.00	42500.00	346466.55	346466.55	0.00	0.00	0.00	0.00	0.00	0.00
17	67.00	0.00	850.00	8500.00	42500.00	346466.55	346466.55	0.00	0.00	0.00	0.00	0.00	0.00
18	68.00	0.00	850.00	8500.00	42500.00	346466.55	346466.55	0.00	0.00	0.00	0.00	0.00	0.00
